cruise,station,cast,sample_name,date_start_UTC,time_start_UTC,date_end_UTC,time_end_UTC,lat_start,lon_start,lat_end,lon_end,depth_bottom,depth_target,depth_TDR,net_max_depth_m,avg_angle,max_wire_out_m,wire_rate_out_m_min,wire_rate_in_m_min,STW_start,SOG_start,STW_end,SOG_end,flowmeter_sn_335,flow_start_335,flow_end_335,tot_flow_counts_335,vol_filtered_m3_335,NOAA_335,DNA_335,flowmeter_sn_150,flow_start_150,flow_end_150,tot_flow_counts_150,vol_filtered_m3_150,morph_ID_150,DNA_150,size_fract_150,taxa_pick_150,size_fract_20,haul_factor_10m2_335,haul_factor_10m2_150,haul_factor_100m3_335,haul_factor_100m3_150,comments,primary_flag,secondary_flag
EN712,L10,7,EN712_L10_B7,11-02-24,04:35:00,11-02-24,05:00:00,39.9298,-70.8899,39.9217,-70.8998,463,200,184,184.63,35,244,30,20,0.66,0.66,1.42,1.42,29914,188587,229160,40573,318.5909865,Y,Y,29913,50767,74941,24174,189.821273,Y,Y,Y,Y,Y,5.795204755,9.726517851,0.313882075,0.526811344,Lots of salps in sample wouldnt fit into the size fractionated jars. Hardly any sample between 500-1000um and 500-200 um from 150um net.,1,NA
EN712,L11,10,EN712_L11_B10,11-02-24,11:09:12,11-02-24,11:42:48,39.7509,-70.909,39.7377,-70.9332,1733,200,19.5,197.1,45,311,30,20,1.64,1.64,1.56,1.56,29914,229158,292971,63813,501.0782201,Y,Y,29913,74917,84583,9666,497.0751286,Y,Y,Y,Y,Y,3.933517605,3.965195373,0.19956964,0.201176833,Not much sample for 100um size fraction (20 um net).,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN712,MVCO,20,EN712_MVCO_B20,13-02-24,12:08:56,13-02-24,12:12:57,41.3123,-70.5788,41.3139,-70.5805,19,14,8.6,8.96,35,17,17,5,1.46,1.46,1.51,1.51,29914,376195,389861,13666,107.3094033,Y,Y,29913,137402,152013,14611,114.729818,Y,Y,Y,Y,Y,0.834968765,0.780965242,0.931884783,0.871612993,Not much sample for 100um size fraction (20 um net).,1,NA
EN715,L1,1,EN715_L1_B1,03-05-24,18:14:30,03-05-24,18:20:20,41.2076,-70.8918,41.2095,-70.8893,25,20,14.7,14.7,40,22,15,10,1.61,1.61,1.39,1.39,29914,399598,410832,11234,88.2126326,Y,Y,29913,160788,171321,10533,82.70817689,Y,Y,Y,Y,Y,1.66642799,1.777333337,1.133624483,1.209070297,Seaweed and feathers pulled from sample before splitting.,1,NA
EN715,L2,2,EN715_L2_B2,04-05-24,04:25:07,04-05-24,04:38:11,41.0371,-70.8851,41.0416,-70.8866,43,38,38.3,38.3,25,42,30,13,1.58,1.58,1.43,1.43,29914,410830,422635,11805,92.69629053,Y,Y,29913,171312,182426,11114,87.27035773,Y,Y,Y,Y,Y,4.131772672,4.388660823,1.07879182,1.145864445,"The ring net got tangled at deployment, so we had to pull the nets out of the water to fix it. This took about 5 minutes.",1,NA
EN715,L3,15,EN715_L3_B3,06-05-24,19:45:38,06-05-24,19:52:05,40.8768,-70.8919,40.8742,-70.8907,55,45,46.43,46.43,40,59,30,15,1.68,1.68,1.78,1.78,29914,662925,675656,12731,99.96751163,Y,Y,29913,382148,394133,11985,94.10970284,Y,Y,Y,Y,Y,4.644508925,4.933603932,1.000324989,1.06258969,"Our target depth was 10 m above bottom depth, instead of the usual 5 m off the bottom. There was very little sample for 100 um size fraction.",1,NA
EN715,L4,5,EN715_L4_B5,04-05-24,10:18:36,04-05-24,10:25:44,40.6975,-70.8838,40.699,-70.8862,66,61,62.55,62.55,30,70,30,20,1.3,1.3,0.84,0.84,29914,422641,432302,9661,75.86097949,Y,Y,29913,182425,191545,9120,71.61289027,Y,Y,Y,Y,Y,8.245345687,8.734461039,1.318200749,1.396396649,NA,1,NA
EN715,L5,6,EN715_L5_B6,04-05-24,15:44:25,04-05-24,15:54:16,40.526,-70.8862,40.5293,-70.8876,74,68,75.26,75.26,35,83,30,20,1.52,1.52,1.74,1.74,29914,447394,462234,14840,116.5279925,Y,Y,29913,204252,218326,14074,110.5131379,Y,Y,Y,Y,Y,6.458533987,6.810050047,0.8581629,0.904869791,"We hit the bottom on the first deployment, but we were able to run bongo again.",1,NA
EN715,L6,13,EN715_L6_B13,06-05-24,05:13:06,06-05-24,05:26:23,40.3668,-70.8676,40.3658,-70.8609,94,89,84.9,84.9,45,111,30,20,1.74,1.74,2.16,2.16,29914,557026,614690,57664,208.4947998,Y,Y,29913,310000,346205,36205,208.4947998,Y,Y,Y,Y,Y,4.072044007,4.072044007,0.479628269,0.479628269,"We hit the bottom on the first deployment, but we were able to run bongo again. Flowmeter reading includes start of 1st deployment until end of 2nd deployment, so flowmeter reading is off.",3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN715,L7,19,EN715_L7_B19,07-05-24,09:15:11,07-05-24,09:27:10,40.2561,-70.8793,40.2552,-70.8751,123,118,121.4,121.4,35,144,30,20,1.47,1.47,1.41,1.41,29914,726231,746162,19931,156.5040039,Y,Y,29913,440437,457858,17421,136.7947545,Y,Y,Y,Y,Y,7.756990041,8.874609294,0.638961288,0.731022182,NA,1,NA
EN715,L8,14,EN715_L8_B14,06-05-24,07:55:52,06-05-24,08:07:27,40.1427,-70.8744,40.1417,-70.8707,139,133,140.13,140.13,30,154,30,20,1.6,1.6,1.51,1.51,29914,643612,662928,19316,151.6748452,Y,Y,29913,365405,382162,16757,131.5808336,Y,Y,Y,Y,Y,9.238842459,10.64972733,0.659305107,0.759989105,"We hit bottom on the first deployment, but we were able to run bongo again. TDR was tested on CTD cast. CTD = 135.7m and TDR = 132.7m, so there is a 3m offset on TDR readings.",3,hit bottom.
EN715,L9,18,EN715_L9_B18,07-05-24,06:30:54,07-05-24,07:02:45,40.0427,-70.8829,40.057,-70.8826,209,190,172.8,172.8,45,269,30,20,1.02,1.02,1.73,1.73,29914,675654,726224,50570,397.0903356,Y,Y,29913,394135,440426,46291,363.4903842,Y,Y,Y,Y,Y,4.351654636,4.753908426,0.251831866,0.275110441,"Our target depth was 10m above bottom depth, instead of the usual 5m off the bottom.",1,NA
EN715,L10,7,EN715_L10_B7,05-05-24,08:19:40,05-05-24,08:46:48,39.9416,-70.8827,39.951,-70.8735,446,200,224.54,224.54,50,320,30,20,1.6,1.6,1.48,1.48,29914,462233,515566,53333,418.7862146,Y,Y,29913,218324,269806,51482,404.2516247,Y,Y,Y,Y,Y,5.361685561,5.554461288,0.238785319,0.247370682,There were a lot of salps in both 335 and 150 um nets. The total amount sampled was 5.6 L for 335 um net and 5.85L for 150 um net. A subsample of 500mL was taken from each net to then be split as usual.,1,NA
EN715,L11,10,EN715_L11_B10,05-05-24,13:26:36,05-05-24,13:50:02,39.775,-70.8828,39.7793,-70.8744,1582,200,222.8,222.8,45,283,30,20,1.25,1.25,1.42,1.42,29914,515575,557031,41456,325.5245591,Y,Y,29913,269849,309997,40148,315.253763,Y,Y,Y,Y,Y,6.844337662,7.06732246,0.307196484,0.317204778,NA,1,NA
EN715,MVCO,23,EN715_MVCO_B23,08-05-24,05:11:06,08-05-24,05:14:30,41.3157,-70.5794,41.3147,-70.5775,18,13,9.6,9.6,50,18,20,6,2.06,2.06,1.97,1.97,29914,746168,759270,13102,102.8807114,Y,Y,29913,457862,470482,12620,99.09590737,Y,Y,Y,Y,Y,0.933119519,0.968758474,0.971999499,1.00912341,NA,1,NA
EN720,L1,2,EN720_L1_B2,06-09-24,19:23:20,06-09-24,19:30:58,41.196602,-70.880945,41.20067,-70.882368,20,15,9.9,9.9,55,28,22,7,NA,2,NA,2,29914,767157,779388,12231,96.04136633,Y,Y,29913,478324,489793,11469,90.05792089,Y,Y,Y,Y,N,1.030805827,1.099292533,1.041218007,1.110396498,"Went too shallow. No 200-100 nor 100-20 size fractions, not enough material. Nets went under ship during recovery, strong currents.",1,NA
EN720,L2,3,EN720_L2_B3,07-09-24,02:36:36,07-09-24,02:44:14,41.039838,-70.88261,41.043612,-70.883568,45,40,27.89,27.89,35,38,30,13,NA,2,NA,2,29914,779391,792940,13549,106.3906853,Y,Y,29913,488828,499894,11066,86.89344778,Y,Y,Y,Y,Y,2.621470095,3.209678142,0.939931909,1.150834759,Went too shallow. Bongo net going under ship. No 100 size fraction not enough sample. Very little 20 size fraction.,1,NA
EN720,L3,20,EN720_L3_B20,10-09-24,21:12:03,10-09-24,21:22:53,40.857203,-70.881698,40.851358,-70.881873,55,50,50.81,50.81,50,80,30,17,NA,2,NA,2,29914,127159,140676,13517,106.139412,Y,Y,29913,817057,829088,12031,94.47090821,Y,Y,Y,Y,Y,4.787100194,5.378375308,0.942157094,1.058526925,Hit bottom. Sieved out as much sand as possible. Caught medusae in 150 um net and preserved in EtOH in separate jar. Not enough material for 100 um size fraction.,3,hit bottom.
EN720,L4,6,EN720_L4_B6,07-09-24,09:50:36,07-09-24,10:01:42,40.695798,-70.885415,40.696927,-70.895537,64,59,44,44,45,82,30,19,NA,2,NA,2,29914,792944,813316,20372,159.9668641,Y,Y,29913,499896,515793,15897,124.8278637,Y,Y,Y,Y,Y,2.750569641,3.524854044,0.625129464,0.801103192,Got SALPED. Removed salps prior to processing because there were way too many. 335 um approx. 700 mL of salp removed. 150 um approx. 1L of salp removed. Not sure if there is enough >1000 for SIA but saved some anyways barely anything in 100 um size fraction.,1,NA
EN720,L5,7,EN720_L5_B7,07-09-24,17:46:25,07-09-24,17:55:29,40.511802,-70.886245,40.516832,-70.887197,76,71,54,54,40,92,30,20,NA,2,NA,2,29914,813316,833682,20366,159.9197504,Y,Y,29913,515788,533672,17884,140.4303651,Y,Y,Y,Y,Y,3.376693615,3.845322197,0.625313632,0.712096703,A bit too shallow with the net. Caught a few fish. Preserved medusae from 335 um in a separate jar with EtOH. Sparse 500 um size fraction. No 200-100 size fraction. Sparse 20 um size fraction. This cruise seems to have bigger organisms so far.,1,NA
EN720,L6,14,EN720_L6_B14,09-09-24,04:57:24,09-09-24,05:10:20,40.361348,-70.888342,40.35674,-70.89736,92,87,50.3,50.3,50,135,30,20,NA,2,NA,2,29914,968079,999927,31848,250.079751,Y,Y,29913,663183,694163,30980,243.2639628,Y,Y,Y,Y,Y,2.011358368,2.06771276,0.399872439,0.411076096,Krill.,1,NA
EN720,L7,16,EN720_L7_B16,09-09-24,20:59:27,09-09-24,21:15:36,40.256493,-70.884827,40.247167,-70.887108,120,115,89,89,40,179,30,20,NA,2,NA,2,29914,44208,81658,37450,294.068283,Y,Y,29913,736754,772330,35576,279.3530904,Y,Y,Y,Y,Y,3.026507963,3.185932179,0.340057074,0.357969908,Currents very strong underwater and angle kept changing so could not get to target depth. Flatfish larvae in 335 um net. Some salps. Preserved 2 fish from 20 um net in cryovials. Not a lot of sample in 20 um size fraction. No 100 um size fraction.,1,NA
EN720,L8,15,EN720_L8_B15,09-09-24,08:17:36,09-09-24,08:37:24,40.152877,-70.88908,40.156003,-70.900558,137,132,113.4,113.4,50,205,30,20,NA,2,NA,2,29914,999928,44207,44278,347.6837232,Y,Y,29913,694162,736764,42602,334.5232841,Y,Y,Y,Y,Y,3.261584953,3.389898562,0.287617721,0.298932854,Barely anything in 100 um size fraction. Pteropod in 335 um.,1,NA
EN720,L9,19,EN720_L9_B19,10-09-24,07:14:00,10-09-24,07:40:14,40.030837,-70.883068,40.020245,-70.882823,225,200,219.49,219.49,45,283,30,20,NA,2,NA,2,29914,81659,127160,45501,357.2870746,Y,Y,29913,772324,817032,44708,351.0602081,Y,Y,Y,Y,Y,6.143239306,6.252203893,0.279886979,0.284851423,1/7 mile off station due to fishing boat. Not enough sample for 100 size fraction. Blue copepods and krill.,1,NA
EN720,L10,8,EN720_L10_B8,08-09-24,06:01:44,08-09-24,06:36:02,39.941188,-70.899967,39.933265,-70.925058,440,200,166.8,166.8,50,311,30,20,NA,2,NA,2,29914,833682,891459,57777,453.681794,Y,Y,29913,533675,588705,55030,432.1115517,Y,Y,Y,Y,Y,3.676585708,3.860114346,0.220418807,0.231421723,Snipe fish in 150 um net. Very little sample for 100 um size fraction. Angle high.,1,NA
EN720,L11,11,EN720_L11_B11,08-09-24,11:58:04,08-09-24,12:28:35,39.774018,-70.883947,39.77516,-70.914673,1578,200,162,162,55,350,30,20,NA,2,NA,2,29914,890954,968071,77117,412.9212764,Y,Y,29913,588649,663185,74536,412.9212764,Y,Y,Y,Y,Y,3.92326599,3.92326599,0.242176913,0.242176913,Barely anything in 100 um size fraction. Preserved fish in EtOH caught in 20 um net.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
EN720,MVCO,24,EN720_MVCO_B24,11-09-24,05:53:05,11-09-24,05:59:16,41.315973,-70.585915,41.31428,-70.589727,18,12,8.34,8.34,55,21,14,4,NA,2,NA,2,29914,140679,153163,12484,98.02799585,Y,Y,29913,829102,837926,8824,69.28861225,Y,Y,Y,Y,Y,0.850777365,1.203660995,1.020116745,1.443238604,Sand in the sample. TDR depth not near bottom. Not enough sample for 100 size fraction.,1,NA
HRS2303,MVCO,1,HRS2303_MVCO_B1,29-04-23,11:57:00,29-04-23,12:01:00,41.320367,-70.579095,41.31909,-70.577403,20,16,12,12.86,30,NA,NA,NA,NA,1.8,NA,1.8,NA,NA,NA,NA,54.12403404,Y,Y,29913,192314,197782,5468,42.936325,Y,Y,Y,Y,N,2.376023929,2.995132909,1.847608032,2.329030256,Missing flowmeter numbers for 335um net. Fast haul in. White pieces in 335um sample that appear to be pieces from the net itself. TDR collected data every 2 mins instead of every sec.,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
HRS2303,L1,2,HRS2303_L1_B2,02-05-23,20:23:00,02-05-23,20:29:00,41.199542,-70.883868,41.197212,-70.884832,20,18,18.5,18.59,25,NA,NA,NA,NA,1.5,NA,1.3,29914,239782,251570,11788,92.56280159,Y,Y,29913,206114,217477,11363,89.22557809,Y,Y,Y,Y,Y,2.008366177,2.083483279,1.080347594,1.120754857,"Flowmeter values suspect. Very windy, saw flowmeters windmilling",1,NA
HRS2303,L2,12,HRS2303_L2_B12,05-05-23,02:12:31,05-05-23,02:17:00,41.029818,-70.883513,41.028042,-70.883852,40,35,38,38.52,25,40,30,12,NA,1.7,NA,1.5,29914,508686,517002,8316,65.29964863,Y,Y,29913,468394,476020,7626,59.88156812,Y,Y,Y,Y,Y,5.898959766,6.432697274,1.531401808,1.669962948,NA,1,NA
HRS2303,L3,11,HRS2303_L3_B11,04-05-23,23:23:36,04-05-23,23:33:34,40.865677,-70.88375,40.857547,-70.890505,50,50,41,41.77,25,55,30,15,NA,1.6,NA,6.9,29914,496695,508693,11998,94.21178262,Y,Y,29913,456667,468397,11730,92.10736874,Y,Y,Y,Y,Y,4.433628028,4.5349249,1.06143836,1.085689466,Lost 5mL of 150um sample.,1,NA
HRS2303,L4,10,HRS2303_L4_B10,04-05-23,19:16:19,04-05-23,19:23:00,40.694782,-70.888232,40.694352,-70.89399,60,55,53,53.74,NA,64,30,18,NA,2.5,NA,1.3,29914,489564,496700,7136,56.03394572,Y,Y,29913,444122,456648,12526,98.35779206,Y,Y,Y,Y,Y,9.590614994,5.463725738,1.784632489,1.016696267,The 335 um cod end was tangled around frame upon retrieval. Deployment of nets was normal with both bongo cod ends looking cod so must have gotten tangled underwater.,3,tangled cod end.
HRS2303,L5,3,HRS2303_L5_B3,03-05-23,04:50:00,03-05-23,04:58:00,40.514928,-70.88156,40.504672,-70.884727,75,72,73,73.69,15,75,30,20,NA,0.3,NA,1.9,29914,251562,265831,14269,112.0443346,Y,Y,29913,217503,231028,13525,106.2022304,Y,Y,Y,Y,Y,6.576860872,6.938649005,0.89250385,0.941599811,Small fish (possibly sand lance) in 335um.,1,NA
HRS2303,L6,9,HRS2303_L6_B9,04-05-23,14:29:18,04-05-23,14:40:00,40.365737,-70.882988,40.370293,-70.878892,85,80,60,59.13,40,104,30,20,NA,2.5,NA,1.6,29914,463827,489566,25739,202.1101078,Y,Y,29913,419798,444127,24329,191.038378,Y,Y,Y,Y,Y,2.925632996,3.095189596,0.494779806,0.523455031,TDR did not record every second.,1,NA
HRS2303,L7,4,HRS2303_L7_B4,03-05-23,09:11:49,03-05-23,09:21:00,40.25838,-70.886968,40.255712,-70.891665,121,115,75,75.81,20,NA,NA,NA,NA,2,NA,2,29914,265826,278157,12331,96.82659539,Y,Y,29913,231011,241945,10934,85.85694542,Y,Y,Y,Y,Y,7.829460459,8.829803999,1.032774101,1.164728136,Big organisms in 150 um sample that did not fit in size fractions vials. TDR didnt record every second.,1,NA
HRS2303,L8,5,HRS2303_L8_B5,03-05-23,11:37:20,03-05-23,11:52:58,40.152095,-70.8803,40.149103,-70.888502,138,133,115,113.75,40,174,30,20,NA,1.5,NA,1.2,29914,278156,307494,29338,230.3705016,Y,Y,29913,241948,269931,27983,219.7306479,Y,Y,Y,Y,Y,4.937698151,5.176792637,0.434083354,0.455102649,Big organisms in 150 um sample that did not fit in size fractions vials. TDR didnt record every second.,1,NA
HRS2303,L9,6,HRS2303_L9_B6,03-05-23,14:05:00,03-05-23,14:21:00,40.047027,-70.881877,40.034065,-70.895923,207,200,182,182.1,55,349,30,20,NA,1.8,NA,1.9,29914,307516,376395,68879,216.4961362,Y,Y,29913,269933,335890,65957,216.4961362,Y,Y,Y,Y,Y,8.411235564,8.411235564,0.461902008,0.461902008,NA,3,volume sampled calculated based on ship speed and winch wire angle not flowmeter.
HRS2303,L10,7,HRS2303_L10_B7,03-05-23,19:35:00,03-05-23,19:55:00,39.94671,-70.883635,39.927017,-70.885992,470,200,146,146.6,25,220,30,20,NA,1,NA,2,29914,376411,419052,42641,334.8295235,Y,Y,29913,335876,376551,40675,319.3919202,Y,Y,Y,Y,Y,4.378347479,4.589972092,0.298659446,0.313094959,NA,1,NA
HRS2303,L11,8,HRS2303_L11_B8,04-05-23,00:23:59,04-05-23,00:41:00,39.766827,-70.889727,39.77898,-70.87754,1500,200,115,115.28,25,NA,NA,NA,NA,1.4,NA,1.9,29914,419059,463806,44747,351.3664475,Y,Y,29913,376557,419801,43244,339.5644547,Y,Y,Y,Y,Y,3.280905187,3.394937203,0.284603156,0.2944949,Removed 13 large salps from taxa picking samples. Filled jar with representative sample. 2 myctophids saved on separate small jar.,1,NA
